P01:episode_rewards,avg_q_selected,explained_variance,epoch_idx,rollout_prob_std,model_prob_std,frames,policy_gradient_loss,grad_norm,policy_entropy,advantage_norm,policy_gradient_bias_correction,q_loss,PMM:episode_rewards,P09:episode_rewards,fps,policy_loss,episode_length,avg_q_retraced
0.0,-0.0008454710850636483,-2.825754696432718,26,0.014460744447069903,0.00892642091500213,187200,2.1244664606397106e-05,0.0005324993617651252,2.1940496454573184,0.010542156888355586,1.1939344698844035e-06,1.69816094435316e-06,0.0,0.0,357,2.2438599146795922e-05,3324.6666666666665,-0.0008591984535347105
0.0,-0.0009893176075124683,-3.3027920621018563,27,0.014998279840915793,0.008113611750896015,194400,2.080618805449029e-05,0.0003344324008456903,2.1945917203407443,0.006941613710204215,9.246775150875202e-07,8.223167361905434e-07,0.0,0.0,355,2.1730865438824978e-05,3324.6666666666665,-0.0009784098457336849
0.0,-0.0009969356038380369,-2.8328331125255612,28,0.014701968333831738,0.00798178695933154,201600,2.7238769796999876e-05,0.0004325487738315422,2.1946742086372675,0.009069218849892624,4.4003454730369104e-06,1.2841629752249412e-06,0.0,0.0,353,3.163911530410111e-05,3324.65,-0.0009872971984764766
0.0,-0.0011086413241568989,-3.534134306497675,29,0.013904563474700484,0.007605593415253141,208800,2.538691881867967e-05,0.0002906731447228612,2.1949035086202873,0.006113066067912976,2.6006258272927963e-06,6.294664610885303e-07,0.0,0.0,351,2.7987544622995243e-05,3324.65,-0.001112510352125225
0.0,-0.0005409268008667616,-2.0063996041010297,30,0.014042504617030284,0.008555902723683702,216000,1.0906785898403147e-05,0.0003517890371406508,2.194285165052565,0.006926522828292386,-8.0594381889868e-07,6.514829803313803e-07,0.0,0.0,350,1.0100842127880021e-05,3324.65,-0.0005403621383143771
0.0,-0.0010448336974479304,-2.851908325184748,31,0.013948778937011465,0.00789139777102887,223200,2.0208291105453315e-05,0.00031601883743242727,2.194724082902626,0.0068942207393341785,-1.7690119772313416e-07,7.558731184027008e-07,0.0,0.0,349,2.0031389887269556e-05,3324.65,-0.0010408956485060685
0.0,-0.001196753264662918,-2.5348073744206205,32,0.013685737182472455,0.00779483044728213,230400,2.6362103241601733e-05,0.00031501619615776765,2.194785610803221,0.0069047469177120745,-3.4004776360477254e-07,7.553961127541284e-07,0.0,0.0,348,2.602205547253217e-05,3324.65,-0.0011822396662519265
0.0,-0.0011756078755443301,-2.889279586360568,33,0.013089805933703525,0.00801263504859957,237600,2.7222458940426293e-05,0.0003287022151091154,2.1946461258426546,0.007202803423168093,-1.9251752715950144e-06,8.246097612756733e-07,0.0,0.0,346,2.5297283688543202e-05,3324.65,-0.0011663382342217673
0.0,-0.0010924095475754244,-3.596342154074283,34,0.012398195310074479,0.007973193189180973,244800,2.5298190033118043e-05,0.0002935961013945992,2.194668072726991,0.00645308065377841,-5.283600511153696e-07,6.781357713121353e-07,0.0,0.0,346,2.476982984542282e-05,3324.75,-0.0010940026573694518
0.0,-0.0009177103026211615,-3.0179173617545896,35,0.014921421834117382,0.007915693501924613,252000,2.0421313534220853e-05,0.0002565037569876024,2.1946884150416763,0.00558439891358219,1.8034547772282666e-07,4.775458347930346e-07,0.0,0.0,345,2.0601659007216498e-05,3324.75,-0.0009095210185901675
0.0,-0.0009811469572730222,-2.7419556339392583,36,0.013906313099100122,0.007838869048356418,259200,1.9997978856009396e-05,0.00023800055349549644,2.1947410934595837,0.005264244723371193,-2.0328684582133453e-06,4.2163254514914256e-07,0.0,0.0,345,1.79651103268712e-05,3324.75,-0.0009822292177982274
0.0,-0.0011125365536878312,-3.2079736665963496,37,0.013387797737627159,0.007659877170833251,266400,2.6011132705088023e-05,0.0002779185488218761,2.1948659730903683,0.006442563838982048,-5.641197087722007e-07,6.574608564180521e-07,0.0,0.0,343,2.544701307581014e-05,3324.75,-0.0011008839583145726
0.0,-0.0009429176141963001,-3.040189670177751,38,0.012907525397672088,0.0076848340655624155,273600,2.2075573497506582e-05,0.00020698497060445538,2.194850907412901,0.004957146605251228,-2.893075774260368e-06,3.9868770556642016e-07,0.0,0.0,342,1.918249773275954e-05,3324.75,-0.0009284793935237696
0.0,-0.0008475080257076548,-2.72449682784975,39,0.013119029308528828,0.0077397363827564495,280800,1.9156045497300803e-05,0.00029484675835909164,2.1948220578098363,0.006967902755904688,-5.966774318797307e-07,7.739157111724354e-07,0.0,0.0,341,1.8559368016514764e-05,3324.7738095238096,-0.0008469166118845822
0.0,-0.0007139272199498327,-3.3126262886987794,40,0.012727025002573748,0.007522766543145749,288000,1.5048789686646983e-05,0.00016852258840668877,2.1949487381511266,0.004181048400494056,-5.215277525257664e-07,2.924602214241177e-07,0.0,0.0,341,1.4527261903156988e-05,3324.7738095238096,-0.0007097741609253545
0.0,-0.000375313267598998,-2.6558662390220102,41,0.012864569864524085,0.008342071002024031,295200,9.393564253835458e-06,0.00021030571638782887,2.1944121922576234,0.004877994372567936,-4.098193406660997e-07,3.441072032911353e-07,0.0,0.0,341,8.983744807889634e-06,3324.7738095238096,-0.00036817523734594774
0.0,-0.0006123088044972899,-3.455140569032657,42,0.012451428857073926,0.007732805336681417,302400,1.2020303348835404e-05,0.0001770193949939795,2.1948229887435047,0.0044729984783982955,-4.069045758242305e-07,3.3410545988407074e-07,0.0,0.0,341,1.1613398733805709e-05,3324.7738095238096,-0.0006003108719673633
0.0,-0.000595581823615763,-2.9477023103565134,43,0.013230484169328871,0.00785830177533041,309600,1.513115503661792e-05,0.00021961580438433224,2.194745843047818,0.00539640971692048,-8.058268982051181e-07,4.529344466088546e-07,0.0,0.0,339,1.4325328117402634e-05,3324.7738095238096,-0.0005984189470940953
0.0,-0.0005473330502903241,-2.9432196279461422,44,0.011971867293902922,0.007838506902741741,316800,1.0675587119731659e-05,0.00020261248410037653,2.1947563962898555,0.005116804490930269,-6.688245429233215e-08,4.1505445330880514e-07,0.0,0.0,339,1.0608704681089877e-05,3324.7738095238096,-0.0005403356483639939
0.0,-0.000467299309900405,-3.563009598367113,45,0.011492684648215783,0.007604331491310543,324000,9.299528635577516e-06,0.00018291435661422882,2.1948978926927327,0.004714729502964513,6.605800900777536e-07,3.9573274465837156e-07,0.0,0.0,338,9.960108685955102e-06,3324.8854166666665,-0.0004559803872350597
0.0,-0.00025940240544957755,-2.7555043497640046,46,0.012712063570211771,0.0077097197206023,331200,7.267105588103789e-06,0.00015835340424149165,2.1948211802591664,0.003985134836054358,1.5654218235693081e-06,2.417670373437822e-07,0.0,0.0,338,8.832527453362494e-06,3324.8854166666665,-0.00025789443085911845
0.0,-0.00023083996659400708,-3.0451350754597075,47,0.012655932622182566,0.0076549890331605,338400,5.153659657352741e-06,0.00016293129691151315,2.1948560666594026,0.003994871647833164,1.5914806952973547e-07,2.485499706599879e-07,0.0,0.0,337,5.3128077280693435e-06,3324.8854166666665,-0.00022316789290122323
0.0,-0.00032950893108747074,-2.4603379415440103,48,0.011877703471000079,0.007583570876479631,345600,6.1689800468201985e-06,0.00016886968434130808,2.194912333808133,0.004584960711893658,-1.3840320918163687e-06,2.9578492474828716e-07,0.0,0.0,336,4.784947948107901e-06,3324.8854166666665,-0.0003299775927313483
0.0,-0.00030493794868807387,-3.342149056553368,49,0.01175176145699215,0.007349884310452681,352800,8.00680576980814e-06,0.00013933261975127966,2.1950494468022907,0.0035526604278233466,1.0190524863648001e-07,2.1368777477552802e-07,0.0,0.0,336,8.10871101779618e-06,3324.8854166666665,-0.0003001872247075822
0.0,-0.00035440963413301376,-2.710703108929539,50,0.01172823474895509,0.007377321738321374,360000,8.378968765918434e-06,0.00018686157517064462,2.195036404625678,0.00499821287477341,-4.23772314714788e-07,3.3465825360540893e-07,0.0,0.0,335,7.955196434201942e-06,3324.92,-0.00035073864160937784
0.0,-0.0002509988192346172,-3.847112909172263,51,0.011939968853017372,0.007194302050167666,367200,6.023352595722963e-06,0.00013685268640367833,2.1951387494897086,0.003587913680625322,2.8820725641855197e-07,1.9549918259255775e-07,0.0,0.0,334,6.311559806280211e-06,3324.92,-0.0002508965987996207
0.0,-7.048589826715055e-05,-3.4047475311483333,52,0.01274710402805506,0.007527700202107162,374400,3.143026148899375e-07,0.0001524514821106946,2.194924316018347,0.0037248684556060838,1.407864363178511e-07,2.1856764467839992e-07,0.0,0.0,334,4.5508901937129146e-07,3324.92,-6.780633612102763e-05
0.0,-0.0001612570078896891,-5.106650092071956,53,0.01197064018409167,0.006856410642679308,381600,3.961254180656926e-06,0.00013036508751155642,2.1953281496346944,0.0034434703482030377,1.9189297128256443e-07,1.918204257304592e-07,0.0,0.0,333,4.153147155317951e-06,3324.92,-0.00015815084616432404
0.0,-0.00023569772496875166,-3.520605651031411,54,0.011281670122776949,0.007019338686839633,388800,3.203766210184594e-06,0.00015561326296881765,2.1952392716067175,0.0042016411418952645,-1.2729191226189944e-06,2.663009913735368e-07,0.0,0.0,333,1.930847071893339e-06,3324.92,-0.00024492445641650804
0.0,-0.00032031696613006664,-4.29529589248641,55,0.010713164020540705,0.006905063524298654,396000,6.105847170047471e-06,0.00014967509992487438,2.195301724854658,0.004056421608347145,-4.7497774652348035e-07,2.675148375439355e-07,0.0,0.0,333,5.630869378293679e-06,3324.92,-0.00032199603552952064
0.0,-0.0003278338299904544,-4.795357456275686,56,0.010780217807227687,0.007217348467780934,403200,6.442679895074365e-06,0.00015746829475617432,2.1951267380286485,0.004219201061268139,-1.248272259871879e-06,3.155056335125207e-07,0.0,0.0,332,5.194407618589147e-06,3324.8,-0.00032182125809397726
0.0,-0.00017665672694309968,-3.863791722835916,57,0.010608894445796997,0.007283583835385872,410400,4.103700804261729e-06,0.00011975986425347463,2.1950786869212835,0.003108805714270941,-5.700575444304618e-07,1.4545365424973598e-07,0.0,0.0,332,3.5336432383336716e-06,3324.8,-0.00017847666304390657
0.0,-0.00015090855718275027,-4.172000920481625,58,0.010962310117421792,0.0074092487949279275,417600,3.4380849637528403e-06,0.00013102259920809943,2.195002513083201,0.0032718258119689013,2.4546401285923427e-07,1.7237890359616474e-07,0.0,0.0,332,3.683548964365927e-06,3324.8,-0.00014877944264068022
0.0,-0.0002465400193843726,-4.224851387658763,59,0.010851335931284765,0.007067265982909631,424800,5.2330921591335245e-06,0.000124542496130695,2.1952134094162594,0.003576104600394342,1.0749517909034375e-07,1.9891427717041072e-07,0.0,0.0,332,5.340587350074671e-06,3324.8,-0.0002462142087960461
0.0,-0.00017960236890233574,-4.956311995070133,60,0.010873338234895426,0.006947460007988085,432000,3.86050097178503e-06,0.00012023147534732061,2.1952790233571693,0.0032017762658837472,3.3183919047319566e-07,1.6388121960674263e-07,0.0,0.0,331,4.192340162135032e-06,3324.8,-0.00017903637023067778
0.0,-0.000226165132035277,-3.6623641596259318,61,0.011325999469865436,0.0070412529988297026,439200,4.308339738048183e-06,0.00013483827315445318,2.195227354362987,0.003796324436261364,-1.2954064890940525e-07,2.0107522028714663e-07,0.0,0.0,331,4.17879908010236e-06,3324.7,-0.00022685130862639728
